ID,Product,Country,State,PostalCode
5455,banana,Australia,Haryana,499808
5456,banana,India,Punjab,227930
5457,banana,India,Delhi,392201
5458,banana,USA,Punjab,831495
5459,date,USA,Haryana,814696
5460,date,USA,Karnataka,707914
5461,cherry,Australia,Delhi,665573
5462,banana,India,Tamil Nadu,327938
5463,apple,UK,Haryana,475639
5464,apple,Canada,Tamil Nadu,787891
5465,elderberry,USA,Haryana,939863
5466,elderberry,India,Tamil Nadu,298237
5467,date,UK,Tamil Nadu,656777
5468,elderberry,UK,Delhi,550314
5469,banana,India,Punjab,176184
5470,cherry,Australia,Delhi,241101
5471,cherry,USA,Karnataka,871226
5472,elderberry,UK,Punjab,642982
5473,banana,USA,Karnataka,535258
5474,apple,UK,Karnataka,422842
5475,date,UK,Punjab,597317
5476,date,UK,Delhi,313005
5477,cherry,India,Delhi,942109
5478,cherry,Australia,Punjab,809975
5479,date,USA,Delhi,200676
5480,apple,India,Delhi,478105
5481,date,Canada,Karnataka,286871
5482,date,USA,Delhi,849739
5483,apple,Canada,Tamil Nadu,609665
5484,banana,Canada,Tamil Nadu,995253
5485,apple,India,Punjab,867243
5486,apple,Canada,Tamil Nadu,348661
5487,apple,Australia,Tamil Nadu,651727
5488,banana,Canada,Karnataka,588160
5489,banana,India,Haryana,941037
5490,cherry,Australia,Delhi,733125
5491,cherry,UK,Delhi,774883
5492,banana,Australia,Karnataka,468657
5493,cherry,Australia,Delhi,607633
5494,elderberry,UK,Karnataka,184653
5495,banana,USA,Punjab,910313
5496,date,Australia,Tamil Nadu,849817
5497,date,India,Karnataka,404184
5498,date,Canada,Tamil Nadu,916565
5499,elderberry,UK,Punjab,561182
5500,date,USA,Tamil Nadu,880923
5501,apple,UK,Karnataka,950888
5502,cherry,India,Karnataka,651706
5503,date,UK,Haryana,668155
5504,banana,Canada,Tamil Nadu,899365
5505,elderberry,Australia,Tamil Nadu,609466
5506,apple,Australia,Punjab,534598
5507,date,Australia,Delhi,314908
5508,elderberry,UK,Karnataka,381644
5509,cherry,India,Delhi,145297
5510,date,UK,Delhi,908683
5511,banana,Canada,Haryana,564123
5512,elderberry,USA,Karnataka,252304
5513,elderberry,Australia,Punjab,104986
5514,banana,India,Delhi,872104
5515,apple,UK,Haryana,254635
5516,banana,India,Haryana,122793
5517,apple,USA,Haryana,585435
5518,date,Canada,Haryana,540274
5519,banana,USA,Tamil Nadu,501026
5520,date,Canada,Delhi,187504
5521,cherry,Australia,Delhi,541981
5522,elderberry,Canada,Delhi,783541
5523,cherry,USA,Haryana,806169
5524,elderberry,India,Tamil Nadu,786773
5525,elderberry,USA,Haryana,245287
5526,date,USA,Punjab,394410
5527,banana,Australia,Tamil Nadu,153420
5528,date,India,Delhi,458955
5529,date,USA,Karnataka,127742
5530,apple,UK,Haryana,259701
5531,banana,USA,Haryana,563404
5532,elderberry,Canada,Delhi,967869
5533,elderberry,UK,Tamil Nadu,968661
5534,banana,UK,Karnataka,456661
5535,cherry,UK,Karnataka,846866
5536,apple,Canada,Tamil Nadu,291330
5537,cherry,Canada,Karnataka,732680
5538,date,India,Delhi,225331
5539,banana,Australia,Tamil Nadu,932166
5540,elderberry,UK,Haryana,661147
5541,date,USA,Haryana,900319
5542,cherry,UK,Karnataka,871085
5543,banana,Canada,Haryana,496226
5544,apple,Australia,Delhi,791343
5545,date,Australia,Punjab,129674
5546,elderberry,UK,Karnataka,758276
5547,banana,India,Karnataka,454810
5548,banana,USA,Haryana,215675
5549,date,Canada,Punjab,756915
5550,elderberry,USA,Tamil Nadu,184266
5551,elderberry,Canada,Haryana,453124
5552,apple,USA,Karnataka,297305
5553,cherry,India,Haryana,190507
5554,elderberry,USA,Punjab,442789
5555,cherry,UK,Haryana,399142
5556,cherry,UK,Punjab,999203
5557,elderberry,Australia,Delhi,387529
5558,apple,USA,Delhi,546286
5559,banana,USA,Delhi,424381
5560,cherry,UK,Punjab,848382
5561,elderberry,Australia,Punjab,804420
5562,elderberry,USA,Tamil Nadu,758433
5563,cherry,USA,Karnataka,623915
5564,banana,Australia,Delhi,286905
5565,banana,Canada,Delhi,955670
5566,cherry,Canada,Haryana,644199
5567,cherry,Canada,Haryana,510077
5568,elderberry,USA,Punjab,303696
5569,cherry,USA,Haryana,990196
5570,cherry,India,Punjab,390287
5571,date,India,Tamil Nadu,997646
5572,cherry,Canada,Karnataka,977565
5573,elderberry,Canada,Delhi,601648
5574,elderberry,Canada,Punjab,877706
5575,cherry,USA,Punjab,606425
5576,date,Australia,Delhi,738474
5577,cherry,UK,Tamil Nadu,317248
5578,cherry,Australia,Karnataka,108675
5579,elderberry,Canada,Tamil Nadu,584417
5580,elderberry,USA,Punjab,398872
5581,date,Australia,Punjab,683593
5582,elderberry,UK,Tamil Nadu,567153
5583,banana,India,Tamil Nadu,254370
5584,banana,USA,Tamil Nadu,157808
5585,banana,USA,Delhi,560991
5586,date,UK,Punjab,119690
5587,apple,Australia,Punjab,177676
5588,apple,Canada,Karnataka,441481
5589,cherry,India,Tamil Nadu,221978
5590,cherry,UK,Delhi,620654
5591,cherry,Canada,Haryana,695887
5592,elderberry,UK,Tamil Nadu,212067
5593,elderberry,UK,Haryana,687908
5594,cherry,India,Tamil Nadu,503656
5595,banana,Canada,Punjab,849784
5596,banana,India,Tamil Nadu,131718
5597,date,India,Haryana,332933
5598,banana,USA,Punjab,484782
5599,elderberry,Australia,Karnataka,936236
5600,banana,USA,Haryana,793197
5601,date,USA,Delhi,954330
5602,banana,UK,Tamil Nadu,409372
5603,banana,Australia,Karnataka,665185
5604,date,UK,Karnataka,718304
5605,date,Canada,Delhi,459870
5606,date,India,Karnataka,179917
5607,date,India,Karnataka,510910
5608,elderberry,Canada,Karnataka,511676
5609,date,USA,Tamil Nadu,478877
5610,cherry,Canada,Haryana,737867
5611,banana,India,Haryana,526000
5612,banana,UK,Punjab,480353
5613,date,Australia,Punjab,340540
5614,elderberry,Canada,Haryana,545206
5615,banana,USA,Haryana,249590
5616,date,USA,Haryana,475874
5617,date,India,Tamil Nadu,149180
5618,apple,USA,Delhi,542032
5619,cherry,UK,Tamil Nadu,609558
5620,apple,India,Punjab,179532
5621,banana,India,Haryana,392242
5622,banana,Canada,Tamil Nadu,833187
5623,apple,India,Karnataka,687048
5624,cherry,USA,Haryana,883440
5625,banana,India,Delhi,942385
5626,banana,Canada,Haryana,825414
5627,elderberry,USA,Karnataka,226491
5628,elderberry,Australia,Tamil Nadu,518576
5629,elderberry,Canada,Tamil Nadu,632412
5630,banana,UK,Karnataka,183188
5631,banana,Canada,Delhi,937724
5632,banana,Canada,Delhi,932786
5633,date,UK,Delhi,923576
5634,apple,India,Delhi,383218
5635,apple,Australia,Tamil Nadu,726071
5636,apple,Canada,Delhi,310998
5637,banana,India,Haryana,734978
5638,cherry,USA,Haryana,710319
5639,elderberry,India,Karnataka,606556
5640,elderberry,Canada,Haryana,514092
5641,elderberry,India,Tamil Nadu,355167
5642,apple,Canada,Karnataka,429447
5643,banana,USA,Delhi,386130
5644,cherry,India,Punjab,907511
5645,elderberry,UK,Delhi,835977
5646,elderberry,Canada,Delhi,474565
5647,banana,Canada,Karnataka,462350
5648,date,USA,Haryana,698866
5649,date,India,Punjab,271414
5650,date,India,Delhi,203429
5651,banana,Australia,Tamil Nadu,505327
5652,date,India,Karnataka,653147
5653,banana,Canada,Tamil Nadu,418674
5654,cherry,UK,Punjab,202086
5655,cherry,Australia,Tamil Nadu,375377
5656,apple,India,Tamil Nadu,317430
5657,elderberry,Australia,Delhi,710855
5658,date,Australia,Tamil Nadu,374884
5659,cherry,USA,Karnataka,718467
5660,date,USA,Tamil Nadu,197722
5661,apple,USA,Delhi,970874
5662,cherry,UK,Karnataka,518472
5663,elderberry,India,Delhi,741067
5664,cherry,UK,Delhi,681557
5665,cherry,UK,Delhi,262071
5666,date,India,Punjab,320688
5667,banana,UK,Haryana,976279
5668,elderberry,UK,Punjab,868982
5669,apple,Australia,Delhi,932473
5670,cherry,Australia,Punjab,605346
5671,apple,UK,Karnataka,177377
5672,date,USA,Haryana,218138
5673,elderberry,Canada,Punjab,871316
5674,elderberry,Canada,Tamil Nadu,743345
5675,elderberry,Australia,Haryana,992809
5676,date,UK,Karnataka,653444
5677,elderberry,UK,Punjab,658801
5678,apple,India,Delhi,314774
5679,banana,Canada,Punjab,298034
5680,elderberry,UK,Tamil Nadu,594299
5681,apple,Canada,Tamil Nadu,545662
5682,banana,Canada,Tamil Nadu,269760
5683,cherry,UK,Punjab,517960
5684,elderberry,Australia,Karnataka,830597
5685,elderberry,India,Tamil Nadu,437200
5686,elderberry,India,Tamil Nadu,654378
5687,banana,Canada,Delhi,650985
5688,banana,USA,Punjab,927918
5689,apple,India,Haryana,427156
5690,banana,UK,Karnataka,414450
5691,elderberry,USA,Haryana,766705
5692,cherry,India,Tamil Nadu,291362
5693,date,India,Haryana,843966
5694,date,Canada,Tamil Nadu,563215
5695,cherry,Australia,Tamil Nadu,274326
5696,elderberry,India,Tamil Nadu,428568
5697,apple,India,Delhi,572411
5698,banana,Australia,Haryana,924021
5699,cherry,USA,Punjab,198058
5700,apple,USA,Haryana,368325
5701,banana,Australia,Punjab,122743
5702,date,Australia,Karnataka,332055
5703,banana,UK,Punjab,391762
5704,banana,Canada,Haryana,698153
5705,cherry,USA,Tamil Nadu,570981
5706,date,UK,Karnataka,857937
5707,cherry,UK,Punjab,540055
5708,cherry,India,Haryana,874418
5709,cherry,India,Delhi,763634
5710,date,Canada,Punjab,745796
5711,date,Australia,Karnataka,988375
5712,apple,Australia,Punjab,999311
5713,apple,Australia,Haryana,158244
5714,elderberry,India,Haryana,999089
5715,apple,UK,Punjab,258480
5716,apple,India,Delhi,371951
5717,date,India,Delhi,810278
5718,banana,UK,Haryana,579907
5719,apple,USA,Karnataka,435872
5720,date,Australia,Karnataka,518526
5721,banana,Australia,Haryana,172472
5722,elderberry,India,Haryana,529975
5723,apple,UK,Punjab,568716
5724,cherry,Canada,Haryana,720495
5725,elderberry,India,Delhi,594774
5726,banana,Australia,Punjab,855453
5727,elderberry,Australia,Karnataka,366577
5728,cherry,UK,Karnataka,120404
5729,apple,USA,Punjab,605484
5730,apple,India,Tamil Nadu,120450
5731,date,India,Punjab,242089
5732,cherry,Australia,Tamil Nadu,205239
5733,apple,UK,Haryana,641561
5734,banana,Canada,Tamil Nadu,647983
5735,elderberry,India,Karnataka,838168
5736,cherry,UK,Delhi,762011
5737,date,Canada,Karnataka,272063
5738,date,India,Punjab,376298
5739,banana,Canada,Tamil Nadu,981180
5740,elderberry,UK,Haryana,494934
5741,cherry,UK,Tamil Nadu,276575
5742,elderberry,Australia,Karnataka,516457
5743,elderberry,UK,Haryana,570515
5744,date,UK,Karnataka,523418
5745,cherry,Australia,Tamil Nadu,507443
5746,elderberry,UK,Tamil Nadu,995369
5747,cherry,Australia,Delhi,145876
5748,cherry,Canada,Haryana,457336
5749,apple,India,Delhi,880497
5750,banana,India,Tamil Nadu,341789
5751,elderberry,Australia,Tamil Nadu,443785
5752,date,India,Haryana,923041
5753,elderberry,USA,Delhi,127691
5754,cherry,USA,Tamil Nadu,232861
5755,banana,Australia,Punjab,359261
5756,banana,India,Haryana,456583
5757,apple,UK,Karnataka,802434
5758,apple,Australia,Haryana,387690
5759,elderberry,UK,Haryana,866779
5760,cherry,Australia,Karnataka,547488
5761,banana,India,Karnataka,637285
5762,banana,USA,Delhi,658327
5763,apple,UK,Delhi,349847
5764,elderberry,India,Delhi,382334
5765,cherry,UK,Haryana,764516
5766,date,Australia,Punjab,700146
5767,banana,UK,Haryana,419255
5768,elderberry,USA,Tamil Nadu,415045
5769,date,UK,Punjab,555923
5770,banana,India,Karnataka,873785
5771,elderberry,UK,Karnataka,874963
5772,cherry,Canada,Karnataka,346587
5773,cherry,India,Tamil Nadu,861323
5774,banana,Australia,Delhi,850901
5775,elderberry,Australia,Punjab,927752
5776,apple,Canada,Haryana,304935
5777,cherry,USA,Delhi,369996
5778,date,UK,Delhi,821250
5779,apple,India,Punjab,719702
5780,banana,USA,Karnataka,309693
5781,cherry,UK,Karnataka,325944
5782,date,Australia,Delhi,448687
5783,banana,India,Haryana,872043
5784,banana,UK,Delhi,376345
5785,cherry,USA,Haryana,978568
5786,elderberry,Australia,Tamil Nadu,514601
5787,elderberry,Canada,Delhi,319485
5788,apple,USA,Delhi,218157
5789,banana,USA,Tamil Nadu,835454
5790,elderberry,UK,Delhi,746428
5791,cherry,Australia,Haryana,774586
5792,cherry,UK,Punjab,742485
5793,cherry,Canada,Haryana,258910
5794,date,India,Delhi,358561
5795,cherry,India,Karnataka,199324
5796,cherry,Australia,Tamil Nadu,757096
5797,banana,India,Punjab,176039
5798,date,India,Punjab,472924
5799,banana,USA,Delhi,900248
5800,elderberry,India,Haryana,632638
5801,elderberry,USA,Tamil Nadu,961993
5802,elderberry,India,Tamil Nadu,478760
5803,apple,UK,Haryana,776786
5804,cherry,USA,Karnataka,561400
5805,banana,UK,Tamil Nadu,691938
5806,banana,Canada,Delhi,503862
5807,banana,Australia,Karnataka,330465
5808,cherry,Australia,Tamil Nadu,245565
5809,cherry,Australia,Delhi,270596
5810,banana,UK,Punjab,636229
5811,cherry,India,Haryana,762957
5812,apple,USA,Punjab,702341
5813,cherry,UK,Tamil Nadu,771038
5814,apple,UK,Punjab,207693
5815,date,USA,Karnataka,924166
5816,elderberry,Canada,Tamil Nadu,669051
5817,cherry,Canada,Haryana,475418
5818,cherry,Canada,Punjab,734990
5819,elderberry,India,Haryana,138550
5820,apple,USA,Punjab,156014
5821,cherry,UK,Punjab,625466
5822,elderberry,UK,Delhi,268923
5823,cherry,UK,Karnataka,653541
5824,elderberry,India,Karnataka,651277
5825,banana,UK,Delhi,192428
5826,banana,UK,Delhi,745069
5827,cherry,UK,Punjab,451709
5828,elderberry,USA,Haryana,826106
5829,apple,USA,Tamil Nadu,642854
5830,cherry,USA,Haryana,546606
5831,date,Canada,Punjab,434361
5832,elderberry,UK,Punjab,937278
5833,apple,USA,Punjab,392524
5834,date,Australia,Delhi,217792
5835,apple,Australia,Haryana,819727
5836,banana,USA,Delhi,248944
5837,apple,Canada,Punjab,682453
5838,elderberry,Canada,Karnataka,521406
5839,cherry,USA,Tamil Nadu,607592
5840,elderberry,India,Tamil Nadu,265254
5841,cherry,India,Punjab,994296
5842,cherry,USA,Karnataka,310368
5843,banana,Australia,Tamil Nadu,752145
5844,apple,USA,Karnataka,725108
5845,apple,Australia,Haryana,619193
5846,banana,India,Punjab,599810
5847,banana,USA,Karnataka,381061
5848,banana,Australia,Punjab,669916
5849,date,Australia,Karnataka,203152
5850,date,USA,Punjab,267418
5851,banana,UK,Haryana,597685
5852,apple,India,Haryana,791510
5853,date,Canada,Punjab,774861
5854,cherry,Canada,Tamil Nadu,641772
5855,banana,Canada,Tamil Nadu,591658
5856,date,Canada,Tamil Nadu,655094
5857,date,Australia,Haryana,636423
5858,cherry,USA,Delhi,617294
5859,apple,Australia,Karnataka,173027
5860,elderberry,Canada,Punjab,575248
5861,apple,UK,Haryana,730297
5862,elderberry,Canada,Punjab,412333
5863,banana,Canada,Delhi,253990
5864,date,USA,Tamil Nadu,421092
5865,date,India,Tamil Nadu,857323
5866,apple,UK,Delhi,762852
5867,cherry,India,Punjab,746099
5868,elderberry,India,Haryana,821204
5869,elderberry,UK,Karnataka,458644
5870,cherry,Canada,Haryana,538588
5871,cherry,Canada,Tamil Nadu,123007
5872,cherry,India,Karnataka,252739
5873,apple,Australia,Haryana,565044
5874,apple,Australia,Delhi,708511
5875,apple,USA,Delhi,136743
5876,elderberry,UK,Delhi,172922
5877,cherry,UK,Delhi,544949
5878,cherry,Canada,Tamil Nadu,276785
5879,elderberry,Canada,Tamil Nadu,863371
5880,elderberry,UK,Punjab,806096
5881,apple,Canada,Punjab,537357
5882,apple,Canada,Punjab,137719
5883,elderberry,UK,Delhi,266387
5884,date,USA,Karnataka,554475
5885,date,Canada,Karnataka,985307
5886,date,Canada,Delhi,102781
5887,apple,Australia,Tamil Nadu,565010
5888,apple,India,Haryana,367521
5889,date,Canada,Tamil Nadu,236180
5890,apple,UK,Punjab,295352
5891,apple,Australia,Haryana,791242
5892,elderberry,UK,Punjab,647895
5893,date,India,Karnataka,899183
5894,banana,Australia,Tamil Nadu,358886
5895,date,UK,Delhi,264410
5896,date,Canada,Punjab,925481
5897,banana,Canada,Punjab,960735
5898,elderberry,India,Punjab,537486
5899,apple,Australia,Karnataka,640830
5900,elderberry,India,Tamil Nadu,696073
5901,banana,India,Tamil Nadu,351633
5902,date,India,Delhi,802161
5903,banana,Canada,Tamil Nadu,259563
5904,elderberry,Australia,Karnataka,117565
5905,banana,USA,Tamil Nadu,423535
5906,apple,Canada,Tamil Nadu,521886
5907,cherry,Australia,Karnataka,894617
5908,date,UK,Haryana,622623
5909,date,India,Tamil Nadu,297494
5910,banana,USA,Karnataka,966392
5911,banana,Canada,Punjab,808386
5912,apple,UK,Tamil Nadu,204574
5913,banana,USA,Tamil Nadu,275098
5914,elderberry,India,Tamil Nadu,849475
5915,date,USA,Delhi,232027
5916,date,India,Delhi,386407
5917,apple,UK,Punjab,700134
5918,banana,India,Delhi,645048
5919,date,Canada,Karnataka,434075
5920,apple,Canada,Tamil Nadu,588449
5921,cherry,Canada,Haryana,820575
5922,banana,USA,Tamil Nadu,956252
5923,date,UK,Karnataka,284296
5924,apple,Australia,Punjab,315243
5925,apple,USA,Karnataka,869488
5926,apple,USA,Punjab,307314
5927,cherry,India,Karnataka,768995
5928,date,UK,Karnataka,236930
5929,banana,Canada,Delhi,673065
5930,elderberry,Canada,Karnataka,359511
5931,banana,USA,Haryana,775243
5932,cherry,Canada,Karnataka,393252
5933,apple,Canada,Delhi,245922
5934,banana,USA,Punjab,623238
5935,apple,USA,Tamil Nadu,182030
5936,apple,Australia,Haryana,604087
5937,banana,USA,Tamil Nadu,822164
5938,date,Australia,Haryana,761367
5939,elderberry,India,Punjab,396398
5940,date,Canada,Punjab,999602
5941,cherry,UK,Haryana,509932
5942,banana,India,Delhi,289427
5943,apple,Australia,Tamil Nadu,858072
5944,apple,Canada,Punjab,155911
5945,banana,Canada,Karnataka,369895
5946,apple,India,Delhi,430015
5947,banana,USA,Haryana,255971
5948,cherry,UK,Delhi,146506
5949,elderberry,Australia,Delhi,428119
5950,apple,UK,Haryana,537146
5951,date,India,Delhi,651381
5952,banana,India,Haryana,984219
5953,banana,UK,Karnataka,443004
5954,elderberry,India,Delhi,953602
5955,date,Canada,Punjab,979543
5956,cherry,India,Karnataka,486019
5957,apple,India,Karnataka,331982
5958,date,Australia,Haryana,364699
5959,elderberry,Australia,Karnataka,591262
5960,banana,Canada,Haryana,617328
5961,banana,Canada,Karnataka,938746
5962,date,Canada,Tamil Nadu,737856
5963,apple,India,Punjab,596535
5964,elderberry,India,Tamil Nadu,716614
5965,date,India,Haryana,625230
5966,date,Australia,Punjab,902808
5967,banana,Canada,Delhi,481731
5968,date,UK,Punjab,957347
5969,cherry,USA,Punjab,206090
5970,banana,UK,Haryana,932112
5971,cherry,Canada,Karnataka,987513
5972,elderberry,USA,Haryana,712789
5973,cherry,USA,Tamil Nadu,436634
5974,elderberry,UK,Punjab,731730
5975,apple,Canada,Haryana,668044
5976,elderberry,India,Karnataka,194574
5977,apple,Canada,Tamil Nadu,152306
5978,elderberry,USA,Tamil Nadu,799422
5979,cherry,Canada,Haryana,992467
5980,banana,USA,Tamil Nadu,322599
5981,cherry,USA,Haryana,926901
5982,cherry,Canada,Haryana,714723
5983,date,India,Karnataka,998184
5984,date,UK,Punjab,520751
5985,date,Canada,Haryana,671289
5986,elderberry,UK,Haryana,471250
5987,date,USA,Delhi,740546
5988,apple,USA,Karnataka,834542
5989,apple,Australia,Karnataka,941924
5990,cherry,USA,Delhi,410809
5991,elderberry,Canada,Karnataka,330365
5992,banana,Australia,Delhi,497025
5993,elderberry,USA,Delhi,123180
5994,elderberry,Australia,Delhi,426490
5995,apple,Canada,Tamil Nadu,497212
5996,apple,Australia,Karnataka,441711
5997,elderberry,USA,Haryana,201382
5998,elderberry,Australia,Tamil Nadu,306981
5999,banana,UK,Haryana,631195
6000,banana,Canada,Delhi,878813
6001,date,Canada,Tamil Nadu,949333
6002,elderberry,India,Karnataka,341094
6003,banana,Canada,Haryana,239783
6004,banana,UK,Karnataka,607179
6005,banana,USA,Tamil Nadu,129599
6006,elderberry,UK,Tamil Nadu,479521
6007,elderberry,Canada,Tamil Nadu,178667
6008,cherry,Australia,Karnataka,665074
6009,date,Australia,Karnataka,450007
6010,date,Australia,Punjab,356364
6011,elderberry,Canada,Karnataka,770062
6012,apple,USA,Tamil Nadu,114474
6013,apple,Australia,Delhi,553101
6014,elderberry,Australia,Tamil Nadu,441293
6015,cherry,India,Punjab,247416
6016,date,Canada,Punjab,443305
6017,cherry,Canada,Delhi,287810
6018,apple,UK,Punjab,317512
6019,date,India,Delhi,229677
6020,apple,USA,Haryana,497964
6021,date,India,Karnataka,298325
6022,date,Australia,Tamil Nadu,853890
6023,apple,India,Delhi,818520
6024,banana,USA,Punjab,854725
6025,apple,UK,Tamil Nadu,406034
6026,cherry,UK,Delhi,254228
6027,banana,UK,Haryana,899309
6028,apple,India,Delhi,448147
6029,apple,India,Karnataka,518092
6030,apple,USA,Punjab,884220
6031,elderberry,UK,Karnataka,280457
6032,banana,UK,Punjab,440827
6033,apple,UK,Punjab,915615
6034,cherry,Australia,Punjab,223067
6035,banana,Australia,Punjab,819326
6036,banana,UK,Karnataka,598882
6037,cherry,Australia,Delhi,180488
6038,apple,UK,Tamil Nadu,965883
6039,apple,Australia,Haryana,831730
6040,cherry,India,Haryana,472195
6041,date,Canada,Punjab,127254
6042,cherry,Canada,Tamil Nadu,879999
6043,date,Australia,Delhi,526487
